"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"December 2017","Barnet 011A","E01000265","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 011B","E01000266","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Barnet 005A","E01000267","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 005B","E01000268","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 005C","E01000269","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 005D","E01000270","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 008A","E01000271","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Barnet 008B","E01000272","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Barnet 008C","E01000273","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 011C","E01000274","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 012A","E01000275","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 020A","E01000276","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Barnet 012B","E01000277","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Barnet 020B","E01000278","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Barnet 007C","E01000279","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Barnet 007D","E01000280","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Barnet 008D","E01000281","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Barnet 008E","E01000282","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 012C","E01000283","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Barnet 012D","E01000284","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 004A","E01000285","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 007E","E01000286","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 004B","E01000287","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 004C","E01000288","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 004D","E01000289","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Barnet 007F","E01000290","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 004E","E01000291","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 001E","E01000292","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 001F","E01000293","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Barnet 004F","E01000294","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 023B","E01000295","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 023C","E01000296","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 027D","E01000297","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 023D","E01000298","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 019A","E01000299","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 019B","E01000300","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 020C","E01000301","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Barnet 019C","E01000302","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Barnet 020D","E01000303","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 020E","E01000304","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 036B","E01000305","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Barnet 036C","E01000306","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 039D","E01000307","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 036D","E01000308","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Barnet 031D","E01000309","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 034C","E01000310","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Barnet 034D","E01000311","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 036E","E01000312","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 036F","E01000313","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Barnet 032F","E01000314","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 022F","E01000315","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 027E","E01000316","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 019D","E01000317","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 019E","E01000318","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnet 027F","E01000319","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnet 011D","E01000320","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Barnet 012E","E01000321","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnet 011E","E01000322","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Barnet 019F","E01000323","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Barnet 015F","E01000324","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bexley 014A","E01000325","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 014B","E01000326","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 017A","E01000327","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 017B","E01000328","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 017C","E01000329","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 017D","E01000330","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 017E","E01000331","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bexley 005A","E01000332","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 003A","E01000333","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Bexley 006A","E01000334","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Bexley 003B","E01000335","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Bexley 003C","E01000336","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Bexley 003D","E01000337","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Bexley 003E","E01000338","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Bexley 025A","E01000339","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 018A","E01000340","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 022A","E01000341","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bexley 022B","E01000342","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 022C","E01000343","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 025B","E01000344","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 022D","E01000345","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 021A","E01000346","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 021B","E01000347","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 020A","E01000348","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 020B","E01000349","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 021C","E01000350","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 024A","E01000351","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 021D","E01000352","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 011A","E01000353","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Bexley 011B","E01000354","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bexley 011C","E01000355","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 009A","E01000356","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 009B","E01000357","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Bexley 011D","E01000358","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 009C","E01000359","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 015A","E01000360","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 020C","E01000361","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Bexley 015B","E01000362","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Bexley 020D","E01000363","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 023A","E01000364","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 015C","E01000365","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Bexley 015D","E01000366","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Bexley 010A","E01000367","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Bexley 010B","E01000368","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Bexley 014C","E01000369","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
